weatherid,date,temperature,proportionfullyvaccinated,ratechangecases
6010400,2022-09-01,11.3,80.6,9477.385
6010400,2022-10-01,5.9,80.7,9744.288
6010400,2022-11-01,-4.6,80.8,9994.527
6010400,2022-12-01,-14.2,80.9,10169.628
6010400,2023-01-01,-18.9,80.9,10358.185
6010735,2021-01-01,-14.4,0.26666668,1526.394
6010735,2021-02-01,-21.7,1.325,1908.3425
6010735,2021-03-01,-10.9,1.95,2136.3025
6010735,2021-04-01,-1.3,2.275,2638.85
6010735,2021-05-01,5.1,3.28,3326.696
6010735,2021-06-01,13.0,16.65,3574.5376
6010735,2021-07-01,16.7,51.1,3627.15
6010735,2021-08-01,14.4,65.025,3688.9026
6010735,2021-09-01,12.2,69.1,3813.5176
6010735,2021-10-01,7.0,73.0,3931.366
6010735,2021-11-01,-5.3,75.375,4030.7725
6010735,2021-12-01,-20.0,76.225,4278.9326
6010735,2022-01-01,-25.5,76.46,6083.884
6010735,2022-02-01,-24.0,78.55,7124.435
6010735,2022-03-01,-13.3,79.5,7483.3174
6010735,2022-04-01,-3.2,79.9,8042.096
6010735,2022-05-01,6.4,80.15,8526.702
6010735,2022-06-01,12.5,80.3,8699.327
6010735,2022-07-01,16.3,80.4,8927.922
6010735,2022-08-01,15.5,80.5,9246.05
6010735,2022-09-01,11.2,80.6,9477.385
6010735,2022-10-01,4.1,80.7,9744.288
6010735,2022-11-01,-7.5,80.8,9994.527
6010735,2022-12-01,-17.9,80.9,10169.628
6010735,2023-01-01,-16.8,80.9,10358.185
6010740,2021-01-01,-14.4,0.26666668,1526.394
6010740,2021-02-01,-21.8,1.325,1908.3425
6010740,2021-03-01,-9.9,1.95,2136.3025
6010740,2021-04-01,-1.6,2.275,2638.85
6010740,2021-05-01,5.2,3.28,3326.696
6010740,2021-06-01,12.9,16.65,3574.5376
6010740,2021-07-01,16.4,51.1,3627.15
6010740,2021-08-01,14.1,65.025,3688.9026
6010740,2021-09-01,12.3,69.1,3813.5176
6010740,2021-10-01,7.2,73.0,3931.366
6010740,2021-11-01,-4.9,75.375,4030.7725
6010740,2021-12-01,-20.2,76.225,4278.9326
6010740,2022-01-01,-25.7,76.46,6083.884
6010740,2022-02-01,-24.3,78.55,7124.435
6010740,2022-03-01,-13.2,79.5,7483.3174
6010740,2022-04-01,-3.5,79.9,8042.096
6010740,2022-05-01,6.3,80.15,8526.702
6010740,2022-06-01,12.3,80.3,8699.327
6010740,2022-07-01,16.3,80.4,8927.922
6010740,2022-08-01,15.4,80.5,9246.05
6010740,2022-09-01,10.5,80.6,9477.385
6010740,2022-10-01,4.0,80.7,9744.288
6010740,2022-11-01,-7.7,80.8,9994.527
6010740,2022-12-01,-17.9,80.9,10169.628
6010740,2023-01-01,-17.3,80.9,10358.185
6012199,2021-01-01,-10.6,0.26666668,1526.394
6012199,2021-02-01,-17.9,1.325,1908.3425
6012199,2021-03-01,-2.0,1.95,2136.3025
6012199,2021-04-01,2.7,2.275,2638.85
6012199,2021-05-01,10.2,3.28,3326.696
6012199,2021-06-01,17.8,16.65,3574.5376
6012199,2021-07-01,20.2,51.1,3627.15
6012199,2021-08-01,18.9,65.025,3688.9026
6012199,2021-09-01,14.4,69.1,3813.5176
6012199,2021-10-01,9.3,73.0,3931.366
6012199,2021-11-01,-2.0,75.375,4030.7725
6012199,2021-12-01,-13.7,76.225,4278.9326
6012199,2022-01-01,-20.4,76.46,6083.884
6012199,2022-02-01,-20.3,78.55,7124.435
6012199,2022-03-01,-7.5,79.5,7483.3174
6012199,2022-04-01,-0.8,79.9,8042.096
6012199,2022-05-01,9.6,80.15,8526.702
6012199,2022-06-01,15.0,80.3,8699.327
6012199,2022-07-01,18.2,80.4,8927.922
6012199,2022-08-01,17.7,80.5,9246.05
6012199,2022-09-01,12.2,80.6,9477.385
6012199,2022-10-01,5.6,80.7,9744.288
6012199,2022-11-01,-3.8,80.8,9994.527
6012199,2022-12-01,-13.9,80.9,10169.628
6012199,2023-01-01,-11.7,80.9,10358.185
6012501,2021-01-01,-16.2,0.26666668,1526.394
6012501,2021-02-01,-22.1,1.325,1908.3425
6012501,2021-03-01,-13.3,1.95,2136.3025
6012501,2021-04-01,-4.1,2.275,2638.85
6012501,2021-05-01,1.5,3.28,3326.696
6012501,2021-06-01,6.5,16.65,3574.5376
6012501,2021-07-01,13.3,51.1,3627.15
6012501,2021-08-01,12.7,65.025,3688.9026
6012501,2021-09-01,10.4,69.1,3813.5176
6012501,2021-10-01,6.0,73.0,3931.366
6012501,2021-11-01,-5.9,75.375,4030.7725
6012501,2021-12-01,-21.4,76.225,4278.9326
6012501,2022-01-01,-25.2,76.46,6083.884
6012501,2022-02-01,-25.2,78.55,7124.435
6012501,2022-03-01,-15.5,79.5,7483.3174
6012501,2022-04-01,-7.5,79.9,8042.096
6012501,2022-05-01,3.6,80.15,8526.702
6012501,2022-06-01,8.6,80.3,8699.327
6012501,2022-07-01,11.7,80.4,8927.922
6012501,2022-08-01,14.4,80.5,9246.05
6012501,2022-09-01,11.1,80.6,9477.385
6012501,2022-10-01,3.9,80.7,9744.288
6012501,2022-11-01,-8.0,80.8,9994.527
6012501,2022-12-01,-17.3,80.9,10169.628
6012501,2023-01-01,-20.0,80.9,10358.185
7010565,2020-12-01,-3.2,0.0,1894.5875
7010565,2021-01-01,-6.3,0.19,2673.2660000000005
7010565,2021-02-01,-7.7,2.33,3118.6226
7010565,2021-03-01,-1.8,7.35,3363.7224
7010565,2021-04-01,6.2,0.4,3739.0425
7010565,2021-05-01,12.9,3.8,4103.502
7010565,2021-06-01,19.4,15.975,4236.8677
7010565,2021-07-01,19.4,46.28,4271.408
7010565,2021-08-01,22.5,65.675,4356.9873
7010565,2021-09-01,15.9,72.425,4550.6226
7010565,2021-10-01,11.5,75.5,4763.624
7010565,2021-11-01,1.9,77.025,4970.52
7010565,2021-12-01,-5.4,77.95,5577.53
7010565,2022-01-01,-14.0,78.4,9021.15
7010565,2022-02-01,-9.7,81.125,10386.567
7010565,2022-03-01,-3.5,81.95,10821.33
7010565,2022-04-01,4.6,82.2,11672.766
7010565,2022-05-01,12.9,82.3,12209.508
7010565,2022-06-01,17.5,82.4,12425.23
7010565,2022-07-01,21.1,82.3,12928.456
7010565,2022-08-01,20.6,80.55,13410.39
7010565,2022-09-01,14.9,80.63,13664.558
7010565,2022-10-01,9.6,80.73,13970.846
7010565,2022-11-01,2.1,80.87,14272.375
7010565,2022-12-01,-2.4,81.06,14623.232
7010565,2023-01-01,-5.8,81.16,14910.442
7011983,2020-12-01,-4.6,0.0,1894.5875
7011983,2021-01-01,-7.9,0.19,2673.2660000000005
7011983,2021-02-01,-10.0,2.33,3118.6226
7011983,2021-03-01,-2.9,7.35,3363.7224
7011983,2021-04-01,6.3,0.4,3739.0425
7011983,2021-05-01,10.9,3.8,4103.502
7011983,2021-06-01,17.5,15.975,4236.8677
7011983,2021-07-01,17.9,46.28,4271.408
7011983,2021-08-01,21.5,65.675,4356.9873
7011983,2021-09-01,14.5,72.425,4550.6226
7011983,2021-10-01,9.8,75.5,4763.624
7011983,2021-11-01,-0.2,77.025,4970.52
7011983,2021-12-01,-7.7,77.95,5577.53
7011983,2022-01-01,-17.4,78.4,9021.15
7011983,2022-02-01,-11.6,81.125,10386.567
7011983,2022-03-01,-4.7,81.95,10821.33
7011983,2022-04-01,3.8,82.2,11672.766
7011983,2022-05-01,12.3,82.3,12209.508
7011983,2022-06-01,16.1,82.4,12425.23
7011983,2022-07-01,18.5,82.3,12928.456
7011983,2022-08-01,18.5,80.55,13410.39
7011983,2022-09-01,13.1,80.63,13664.558
7011983,2022-10-01,7.6,80.73,13970.846
7011983,2022-11-01,0.1,80.87,14272.375
7011983,2022-12-01,-3.7,81.06,14623.232
7011983,2023-01-01,-7.9,81.16,14910.442
7014160,2020-12-01,-2.7,0.0,1894.5875
7014160,2021-01-01,-7.6,0.19,2673.2660000000005
7014160,2021-02-01,-9.1,2.33,3118.6226
7014160,2021-03-01,-1.1,7.35,3363.7224
7014160,2021-04-01,8.2,0.4,3739.0425
7014160,2021-05-01,13.7,3.8,4103.502
7014160,2021-06-01,21.0,15.975,4236.8677
7014160,2021-07-01,19.7,46.28,4271.408
7014160,2021-08-01,22.6,65.675,4356.9873
7014160,2021-09-01,16.4,72.425,4550.6226
7014160,2021-10-01,11.3,75.5,4763.624
7014160,2021-11-01,1.5,77.025,4970.52
7014160,2021-12-01,-4.6,77.95,5577.53
7014160,2022-01-01,-15.7,78.4,9021.15
7014160,2022-02-01,-9.3,81.125,10386.567
7014160,2022-03-01,-2.6,81.95,10821.33
7014160,2022-04-01,5.6,82.2,11672.766
7014160,2022-05-01,15.3,82.3,12209.508
7014160,2022-06-01,18.0,82.4,12425.23
7014160,2022-07-01,21.1,82.3,12928.456
7014160,2022-08-01,20.5,80.55,13410.39
7014160,2022-09-01,14.9,80.63,13664.558
7014160,2022-10-01,9.4,80.73,13970.846
7014160,2022-11-01,3.3,80.87,14272.375
7014160,2022-12-01,-2.3,81.06,14623.232
7014160,2023-01-01,-5.8,81.16,14910.442
7015791,2020-12-01,-8.6,0.0,1894.5875
7015791,2021-01-01,-12.2,0.19,2673.2660000000005
7015791,2021-02-01,-13.9,2.33,3118.6226
7015791,2021-03-01,-7.5,7.35,3363.7224
7015791,2021-04-01,1.3,0.4,3739.0425
7015791,2021-05-01,6.0,3.8,4103.502
7015791,2021-06-01,12.7,15.975,4236.8677
7015791,2021-07-01,13.0,46.28,4271.408
7015791,2021-08-01,15.9,65.675,4356.9873
7015791,2021-09-01,9.8,72.425,4550.6226
7015791,2021-10-01,6.5,75.5,4763.624
7015791,2021-11-01,-2.6,77.025,4970.52
7015791,2021-12-01,-11.2,77.95,5577.53
7015791,2022-01-01,-21.1,78.4,9021.15
7015791,2022-02-01,-16.9,81.125,10386.567
7015791,2022-03-01,-9.3,81.95,10821.33
7015791,2022-04-01,-2.3,82.2,11672.766
7015791,2022-05-01,6.0,82.3,12209.508
7015791,2022-06-01,11.1,82.4,12425.23
7015791,2022-07-01,13.7,82.3,12928.456
7015791,2022-08-01,14.0,80.55,13410.39
7015791,2022-09-01,8.7,80.63,13664.558
7015791,2022-10-01,5.4,80.73,13970.846
7015791,2022-11-01,-3.2,80.87,14272.375
7015791,2022-12-01,-7.7,81.06,14623.232
7015791,2023-01-01,-12.1,81.16,14910.442
7016293,2020-12-01,-4.7,0.0,1894.5875
7016293,2021-01-01,-7.9,0.19,2673.2660000000005
7016293,2021-02-01,-9.5,2.33,3118.6226
7016293,2021-03-01,-3.2,7.35,3363.7224
7016293,2021-04-01,6.0,0.4,3739.0425
7016293,2021-05-01,11.6,3.8,4103.502
7016293,2021-06-01,18.4,15.975,4236.8677
7016293,2021-07-01,18.1,46.28,4271.408
7016293,2021-08-01,21.2,65.675,4356.9873
7016293,2021-09-01,14.4,72.425,4550.6226
7016293,2021-10-01,9.8,75.5,4763.624
7016293,2021-11-01,0.3,77.025,4970.52
7016293,2021-12-01,-6.9,77.95,5577.53
7016293,2022-01-01,-16.4,78.4,9021.15
7016293,2022-02-01,-11.3,81.125,10386.567
7016293,2022-03-01,-4.3,81.95,10821.33
7016293,2022-04-01,4.0,82.2,11672.766
7016293,2022-05-01,12.5,82.3,12209.508
7016293,2022-06-01,16.4,82.4,12425.23
7016293,2022-07-01,19.4,82.3,12928.456
7016293,2022-08-01,19.2,80.55,13410.39
7016293,2022-09-01,13.7,80.63,13664.558
7016293,2022-10-01,8.1,80.73,13970.846
7016293,2022-11-01,0.3,80.87,14272.375
7016293,2022-12-01,-3.9,81.06,14623.232
7016293,2023-01-01,-7.4,81.16,14910.442
8100300,2020-12-01,-3.0,0.0,69.235
8100300,2021-01-01,-7.0,0.26,113.808
8100300,2021-02-01,-9.0,1.15,171.9375
8100300,2021-03-01,-3.2,1.5,184.04
8100300,2021-04-01,5.9,2.275,214.855
8100300,2021-05-01,10.9,4.28,253.356
8100300,2021-06-01,18.0,14.35,283.015
8100300,2021-07-01,18.0,49.08,288.918
8100300,2021-08-01,20.7,63.425,315.7425
8100300,2021-09-01,14.9,69.15,395.2575
8100300,2021-10-01,10.1,73.62,683.668
8100300,2021-11-01,1.4,77.425,911.1375
8100300,2021-12-01,-6.0,78.95,1247.26
8100300,2022-01-01,-14.3,78.1,2748.882
8100300,2022-02-01,-9.3,80.1,4120.7227
8100300,2022-03-01,-2.9,80.95,5373.8276
8100300,2022-04-01,4.1,81.23333,7126.014
8100300,2022-05-01,11.9,81.4,7974.9575
8100300,2022-06-01,15.6,81.6,8254.52
8100300,2022-07-01,19.6,81.6,8676.096
8100300,2022-08-01,19.4,81.7,9118.865
8100300,2022-09-01,14.5,81.8,9433.375
8100300,2022-10-01,10.1,81.9,9778.034
8100300,2022-11-01,1.7,82.0,10100.78
8100300,2022-12-01,-2.6,82.0,10426.506
8100300,2023-01-01,-5.7,82.05,10709.662
8100467,2020-12-01,-1.4,0.0,69.235
8100467,2021-01-01,-4.8,0.26,113.808
8100467,2021-02-01,-6.7,1.15,171.9375
8100467,2021-03-01,-2.9,1.5,184.04
8100467,2021-04-01,3.6,2.275,214.855
8100467,2021-05-01,9.3,4.28,253.356
8100467,2021-06-01,16.9,14.35,283.015
8100467,2021-07-01,17.7,49.08,288.918
8100467,2021-08-01,20.4,63.425,315.7425
8100467,2021-09-01,14.8,69.15,395.2575
8100467,2021-10-01,9.7,73.62,683.668
8100467,2021-11-01,3.0,77.425,911.1375
8100467,2021-12-01,-2.9,78.95,1247.26
8100467,2022-01-01,-10.6,78.1,2748.882
8100467,2022-02-01,-8.2,80.1,4120.7227
8100467,2022-03-01,-3.8,80.95,5373.8276
8100467,2022-04-01,2.3,81.23333,7126.014
8100467,2022-05-01,9.7,81.4,7974.9575
8100467,2022-06-01,14.7,81.6,8254.52
8100467,2022-07-01,19.6,81.6,8676.096
8100467,2022-08-01,19.6,81.7,9118.865
8100467,2022-09-01,13.9,81.8,9433.375
8100467,2022-10-01,10.3,81.9,9778.034
8100467,2022-11-01,2.6,82.0,10100.78
8100467,2022-12-01,-1.8,82.0,10426.506
8100467,2023-01-01,-4.8,82.05,10709.662
8100506,2020-12-01,-3.4,0.0,69.235
8100506,2021-01-01,-6.3,0.26,113.808
8100506,2021-02-01,-8.0,1.15,171.9375
8100506,2021-03-01,-3.0,1.5,184.04
8100506,2021-04-01,4.4,2.275,214.855
8100506,2021-05-01,9.7,4.28,253.356
8100506,2021-06-01,17.1,14.35,283.015
8100506,2021-07-01,17.7,49.08,288.918
8100506,2021-08-01,20.7,63.425,315.7425
8100506,2021-09-01,14.4,69.15,395.2575
8100506,2021-10-01,9.4,73.62,683.668
8100506,2021-11-01,1.4,77.425,911.1375
8100506,2021-12-01,-5.3,78.95,1247.26
8100506,2022-01-01,-14.0,78.1,2748.882
8100506,2022-02-01,-9.2,80.1,4120.7227
8100506,2022-03-01,-4.1,80.95,5373.8276
8100506,2022-04-01,3.5,81.23333,7126.014
8100506,2022-05-01,10.5,81.4,7974.9575
8100506,2022-06-01,15.1,81.6,8254.52
8100506,2022-07-01,19.6,81.6,8676.096
8100506,2022-08-01,19.3,81.7,9118.865
8100506,2022-09-01,14.1,81.8,9433.375
8100506,2022-10-01,9.5,81.9,9778.034
8100506,2022-11-01,1.2,82.0,10100.78
8100506,2022-12-01,-3.6,82.0,10426.506
8100506,2023-01-01,-6.9,82.05,10709.662
8100885,2020-12-01,-3.7,0.0,69.235
8100885,2021-01-01,-6.4,0.26,113.808
8100885,2021-02-01,-7.9,1.15,171.9375
8100885,2021-03-01,-3.6,1.5,184.04
8100885,2021-04-01,4.3,2.275,214.855
8100885,2021-05-01,9.5,4.28,253.356
8100885,2021-06-01,16.7,14.35,283.015
8100885,2021-07-01,17.3,49.08,288.918
8100885,2021-08-01,19.8,63.425,315.7425
8100885,2021-09-01,13.7,69.15,395.2575
8100885,2021-10-01,9.6,73.62,683.668
8100885,2021-11-01,1.5,77.425,911.1375
8100885,2021-12-01,-5.5,78.95,1247.26
8100885,2022-01-01,-14.3,78.1,2748.882
8100885,2022-02-01,-10.6,80.1,4120.7227
8100885,2022-03-01,-4.7,80.95,5373.8276
8100885,2022-04-01,2.5,81.23333,7126.014
8100885,2022-05-01,9.6,81.4,7974.9575
8100885,2022-06-01,14.5,81.6,8254.52
8100885,2022-07-01,19.1,81.6,8676.096
8100885,2022-08-01,18.8,81.7,9118.865
8100885,2022-09-01,13.7,81.8,9433.375
8100885,2022-10-01,9.3,81.9,9778.034
8100885,2022-11-01,0.9,82.0,10100.78
8100885,2022-12-01,-4.0,82.0,10426.506
8100885,2023-01-01,-7.1,82.05,10709.662
8100989,2020-12-01,-2.0,0.0,69.235
8100989,2021-01-01,-5.7,0.26,113.808
8100989,2021-02-01,-7.1,1.15,171.9375
8100989,2021-03-01,-2.2,1.5,184.04
8100989,2021-04-01,4.7,2.275,214.855
8100989,2021-05-01,10.0,4.28,253.356
8100989,2021-06-01,18.0,14.35,283.015
8100989,2021-07-01,18.2,49.08,288.918
8100989,2021-08-01,21.0,63.425,315.7425
8100989,2021-09-01,15.1,69.15,395.2575
8100989,2021-10-01,10.0,73.62,683.668
8100989,2021-11-01,2.0,77.425,911.1375
8100989,2021-12-01,-4.1,78.95,1247.26
8100989,2022-01-01,-12.2,78.1,2748.882
8100989,2022-02-01,-6.9,80.1,4120.7227
8100989,2022-03-01,-2.6,80.95,5373.8276
8100989,2022-04-01,3.9,81.23333,7126.014
8100989,2022-05-01,11.6,81.4,7974.9575
8100989,2022-06-01,15.8,81.6,8254.52
8100989,2022-07-01,20.4,81.6,8676.096
8100989,2022-08-01,19.8,81.7,9118.865
8100989,2022-09-01,14.6,81.8,9433.375
8100989,2022-10-01,10.9,81.9,9778.034
8100989,2022-11-01,2.5,82.0,10100.78
8100989,2022-12-01,-2.2,82.0,10426.506
8100989,2023-01-01,-5.5,82.05,10709.662
8200255,2020-12-01,4.4,0.0,139.035
8200255,2021-01-01,0.5,0.18,151.354
8200255,2021-02-01,-0.2,0.85,157.2725
8200255,2021-03-01,1.8,1.875,164.505
8200255,2021-04-01,6.1,3.225,179.9525
8200255,2021-05-01,8.7,4.02,424.272
8200255,2021-06-01,12.3,8.725,563.2875
8200255,2021-07-01,14.8,46.96,575.646
8200255,2021-08-01,16.0,67.35,583.4175
8200255,2021-09-01,15.2,71.475,613.94
8200255,2021-10-01,13.1,75.3,693.696
8200255,2021-11-01,7.3,78.55,775.7225
8200255,2021-12-01,3.5,80.625,1035.0325
8200255,2022-01-01,-1.3,79.68,2853.71
8200255,2022-02-01,-0.3,81.875,4202.285
8200255,2022-03-01,2.9,83.075,4882.54
8200255,2022-04-01,6.0,83.53333,7490.922
8200255,2022-05-01,9.2,83.85,9468.46
8200255,2022-06-01,12.3,84.0,10203.532
8200255,2022-07-01,13.9,84.1,10967.72
8200255,2022-08-01,15.8,84.3,11700.41
8200255,2022-09-01,15.5,84.4,12159.942
8200255,2022-10-01,13.1,84.5,12614.362
8200255,2022-11-01,7.5,84.7,12952.07
8200255,2022-12-01,3.9,84.9,13197.772
8200255,2023-01-01,3.2,85.1,13532.005
8200558,2020-12-01,3.5,0.0,139.035
8200558,2021-01-01,-0.4,0.18,151.354
8200558,2021-02-01,-1.7,0.85,157.2725
8200558,2021-03-01,0.0,1.875,164.505
8200558,2021-04-01,4.9,3.225,179.9525
8200558,2021-05-01,7.2,4.02,424.272
8200558,2021-06-01,11.7,8.725,563.2875
8200558,2021-07-01,15.9,46.96,575.646
8200558,2021-08-01,17.8,67.35,583.4175
8200558,2021-09-01,16.7,71.475,613.94
8200558,2021-10-01,12.5,75.3,693.696
8200558,2021-11-01,7.1,78.55,775.7225
8200558,2021-12-01,1.5,80.625,1035.0325
8200558,2022-01-01,-2.1,79.68,2853.71
8200558,2022-02-01,-1.9,81.875,4202.285
8200558,2022-03-01,0.6,83.075,4882.54
8200558,2022-04-01,4.3,83.53333,7490.922
8200558,2022-05-01,7.5,83.85,9468.46
8200558,2022-06-01,12.2,84.0,10203.532
8200558,2022-07-01,14.5,84.1,10967.72
8200558,2022-08-01,19.0,84.3,11700.41
8200558,2022-09-01,16.9,84.4,12159.942
8200558,2022-10-01,12.7,84.5,12614.362
8200558,2022-11-01,6.7,84.7,12952.07
8200558,2022-12-01,3.3,84.9,13197.772
8200558,2023-01-01,1.7,85.1,13532.005
8200574,2020-12-01,2.2,0.0,139.035
8200574,2021-01-01,-2.1,0.18,151.354
8200574,2021-02-01,-3.0,0.85,157.2725
8200574,2021-03-01,0.4,1.875,164.505
8200574,2021-04-01,6.9,3.225,179.9525
8200574,2021-05-01,9.5,4.02,424.272
8200574,2021-06-01,17.0,8.725,563.2875
8200574,2021-07-01,18.4,46.96,575.646
8200574,2021-08-01,19.8,67.35,583.4175
8200574,2021-09-01,16.2,71.475,613.94
8200574,2021-10-01,10.5,75.3,693.696
8200574,2021-11-01,4.5,78.55,775.7225
8200574,2021-12-01,-0.3,80.625,1035.0325
8200574,2022-01-01,-4.8,79.68,2853.71
8200574,2022-02-01,-3.5,81.875,4202.285
8200574,2022-03-01,0.8,83.075,4882.54
8200574,2022-04-01,5.5,83.53333,7490.922
8200574,2022-05-01,10.6,83.85,9468.46
8200574,2022-06-01,15.3,84.0,10203.532
8200574,2022-07-01,18.8,84.1,10967.72
8200574,2022-08-01,20.6,84.3,11700.41
8200574,2022-09-01,15.6,84.4,12159.942
8200574,2022-10-01,11.2,84.5,12614.362
8200574,2022-11-01,5.9,84.7,12952.07
8200574,2022-12-01,1.6,84.9,13197.772
8200574,2023-01-01,0.7,85.1,13532.005
8200604,2020-12-01,4.0,0.0,139.035
8200604,2021-01-01,0.2,0.18,151.354
8200604,2021-02-01,-0.6,0.85,157.2725
8200604,2021-03-01,1.7,1.875,164.505
8200604,2021-04-01,6.0,3.225,179.9525
8200604,2021-05-01,9.6,4.02,424.272
8200604,2021-06-01,14.4,8.725,563.2875
8200604,2021-07-01,15.3,46.96,575.646
8200604,2021-08-01,17.0,67.35,583.4175
8200604,2021-09-01,15.6,71.475,613.94
8200604,2021-10-01,12.6,75.3,693.696
8200604,2021-11-01,7.3,78.55,775.7225
8200604,2021-12-01,3.0,80.625,1035.0325
8200604,2022-01-01,-1.9,79.68,2853.71
8200604,2022-02-01,-0.6,81.875,4202.285
8200604,2022-03-01,2.5,83.075,4882.54
8200604,2022-04-01,6.2,83.53333,7490.922
8200604,2022-05-01,10.0,83.85,9468.46
8200604,2022-06-01,13.3,84.0,10203.532
8200604,2022-07-01,16.9,84.1,10967.72
8200604,2022-08-01,17.2,84.3,11700.41
8200604,2022-09-01,14.8,84.4,12159.942
8200604,2022-10-01,12.7,84.5,12614.362
8200604,2022-11-01,7.6,84.7,12952.07
8200604,2022-12-01,3.2,84.9,13197.772
8200604,2023-01-01,2.3,85.1,13532.005
8200774,2020-12-01,2.4,0.0,139.035
8200774,2021-01-01,-1.9,0.18,151.354
8200774,2021-02-01,-3.4,0.85,157.2725
8200774,2021-03-01,0.3,1.875,164.505
8200774,2021-04-01,5.0,3.225,179.9525
8200774,2021-05-01,9.6,4.02,424.272
8200774,2021-06-01,18.1,8.725,563.2875
8200774,2021-07-01,18.3,46.96,575.646
8200774,2021-08-01,21.2,67.35,583.4175
8200774,2021-09-01,17.2,71.475,613.94
8200774,2021-10-01,12.0,75.3,693.696
8200774,2021-11-01,6.4,78.55,775.7225
8200774,2021-12-01,-1.2,80.625,1035.0325
8200774,2022-01-01,-6.2,79.68,2853.71
8200774,2022-02-01,-3.9,81.875,4202.285
8200774,2022-03-01,-0.2,83.075,4882.54
8200774,2022-04-01,4.7,83.53333,7490.922
8200774,2022-05-01,10.2,83.85,9468.46
8200774,2022-06-01,15.3,84.0,10203.532
8200774,2022-07-01,20.8,84.1,10967.72
8200774,2022-08-01,21.2,84.3,11700.41
8200774,2022-09-01,17.0,84.4,12159.942
8200774,2022-10-01,13.0,84.5,12614.362
8200774,2022-11-01,6.4,84.7,12952.07
8200774,2022-12-01,1.8,84.9,13197.772
8200774,2023-01-01,-0.2,85.1,13532.005
8300301,2020-12-01,1.0,0.0,51.2625
8300301,2021-01-01,-3.3,0.72,61.636
8300301,2021-02-01,-5.1,2.85,68.8375
8300301,2021-03-01,-1.3,3.525,86.265
8300301,2021-04-01,4.5,5.5,97.9875
8300301,2021-05-01,8.5,7.22,111.9
8300301,2021-06-01,17.4,12.2,120.6875
8300301,2021-07-01,17.6,35.76,121.86
8300301,2021-08-01,20.5,62.95,129.185
8300301,2021-09-01,16.1,72.175,153.055
8300301,2021-10-01,10.4,76.54,181.618
8300301,2021-11-01,4.5,79.725,198.9025
8300301,2021-12-01,-1.5,81.3,295.8625
8300301,2022-01-01,-7.1,79.86,2514.412
8300301,2022-02-01,-5.0,82.05,6414.0425
8300301,2022-03-01,-1.3,83.6,12172.0625
8300301,2022-04-01,3.9,84.13332999999999,18406.215
8300301,2022-05-01,9.5,84.45,21671.85
8300301,2022-06-01,15.2,84.6,23095.943
8300301,2022-07-01,20.2,84.7,25848.682
8300301,2022-08-01,20.2,84.9,28552.68
8300301,2022-09-01,14.8,85.0,29896.508
8300301,2022-10-01,11.9,85.2,30885.71
8300301,2022-11-01,4.8,85.4,31723.088
8300301,2022-12-01,-0.3,85.6,32397.828
8300301,2023-01-01,-2.1,85.75,32829.93
8300497,2020-12-01,1.8,0.0,51.2625
8300497,2021-01-01,-2.8,0.72,61.636
8300497,2021-02-01,-3.5,2.85,68.8375
8300497,2021-03-01,-0.8,3.525,86.265
8300497,2021-04-01,4.3,5.5,97.9875
8300497,2021-05-01,9.2,7.22,111.9
8300497,2021-06-01,18.8,12.2,120.6875
8300497,2021-07-01,18.5,35.76,121.86
8300497,2021-08-01,20.9,62.95,129.185
8300497,2021-09-01,17.4,72.175,153.055
8300497,2021-10-01,10.8,76.54,181.618
8300497,2021-11-01,4.7,79.725,198.9025
8300497,2021-12-01,-0.9,81.3,295.8625
8300497,2022-01-01,-7.0,79.86,2514.412
8300497,2022-02-01,-5.0,82.05,6414.0425
8300497,2022-03-01,-0.6,83.6,12172.0625
8300497,2022-04-01,4.5,84.13332999999999,18406.215
8300497,2022-05-01,10.9,84.45,21671.85
8300497,2022-06-01,16.1,84.6,23095.943
8300497,2022-07-01,20.5,84.7,25848.682
8300497,2022-08-01,20.5,84.9,28552.68
8300497,2022-09-01,14.7,85.0,29896.508
8300497,2022-10-01,11.3,85.2,30885.71
8300497,2022-11-01,4.0,85.4,31723.088
8300497,2022-12-01,-0.2,85.6,32397.828
8300497,2023-01-01,-3.4,85.75,32829.93
8300562,2020-12-01,3.9,0.0,51.2625
8300562,2021-01-01,-2.6,0.72,61.636
8300562,2021-02-01,-4.1,2.85,68.8375
8300562,2021-03-01,-0.8,3.525,86.265
8300562,2021-04-01,4.1,5.5,97.9875
8300562,2021-05-01,8.1,7.22,111.9
8300562,2021-06-01,17.3,12.2,120.6875
8300562,2021-07-01,17.6,35.76,121.86
8300562,2021-08-01,20.4,62.95,129.185
8300562,2021-09-01,15.9,72.175,153.055
8300562,2021-10-01,10.7,76.54,181.618
8300562,2021-11-01,5.5,79.725,198.9025
8300562,2021-12-01,-0.4,81.3,295.8625
8300562,2022-01-01,-6.8,79.86,2514.412
8300562,2022-02-01,-4.6,82.05,6414.0425
8300562,2022-03-01,-1.1,83.6,12172.0625
8300562,2022-04-01,3.3,84.13332999999999,18406.215
8300562,2022-05-01,9.5,84.45,21671.85
8300562,2022-06-01,14.7,84.6,23095.943
8300562,2022-07-01,20.0,84.7,25848.682
8300562,2022-08-01,20.2,84.9,28552.68
8300562,2022-09-01,15.1,85.0,29896.508
8300562,2022-10-01,11.9,85.2,30885.71
8300562,2022-11-01,5.5,85.4,31723.088
