fweatherid,fweatherdate,temperature,fcaseprovinceid,fcasedate,fvaccinationdate,fvaccinationprovinceid,proportionfullyvaccinated,ratechangecases
8200774,2021-12-01,-1.2,12,2021-12-04,2021-12-25,12,80.625,1035.0325
8200604,2021-12-01,3,12,2021-12-04,2021-12-25,12,80.625,1035.0325
8200574,2021-12-01,-0.3,12,2021-12-04,2021-12-25,12,80.625,1035.0325
8200558,2021-12-01,1.5,12,2021-12-04,2021-12-25,12,80.625,1035.0325
8200255,2021-12-01,3.5,12,2021-12-04,2021-12-25,12,80.625,1035.0325
8200774,2021-12-01,-1.2,12,2021-12-04,2021-12-11,12,80.625,1035.0325
8200604,2021-12-01,3,12,2021-12-04,2021-12-11,12,80.625,1035.0325
8200574,2021-12-01,-0.3,12,2021-12-04,2021-12-11,12,80.625,1035.0325
8200558,2021-12-01,1.5,12,2021-12-04,2021-12-11,12,80.625,1035.0325
8200255,2021-12-01,3.5,12,2021-12-04,2021-12-11,12,80.625,1035.0325
8200774,2021-12-01,-1.2,12,2021-12-11,2021-12-18,12,80.625,1035.0325
8200604,2021-12-01,3,12,2021-12-11,2021-12-18,12,80.625,1035.0325
8200574,2021-12-01,-0.3,12,2021-12-11,2021-12-18,12,80.625,1035.0325
8200558,2021-12-01,1.5,12,2021-12-11,2021-12-18,12,80.625,1035.0325
8200255,2021-12-01,3.5,12,2021-12-11,2021-12-18,12,80.625,1035.0325
8200774,2021-12-01,-1.2,12,2021-12-11,2021-12-04,12,80.625,1035.0325
8200604,2021-12-01,3,12,2021-12-11,2021-12-04,12,80.625,1035.0325
8200574,2021-12-01,-0.3,12,2021-12-11,2021-12-04,12,80.625,1035.0325
8200558,2021-12-01,1.5,12,2021-12-11,2021-12-04,12,80.625,1035.0325
8200255,2021-12-01,3.5,12,2021-12-11,2021-12-04,12,80.625,1035.0325
8200774,2021-12-01,-1.2,12,2021-12-11,2021-12-25,12,80.625,1035.0325
8200604,2021-12-01,3,12,2021-12-11,2021-12-25,12,80.625,1035.0325
8200574,2021-12-01,-0.3,12,2021-12-11,2021-12-25,12,80.625,1035.0325
8200558,2021-12-01,1.5,12,2021-12-11,2021-12-25,12,80.625,1035.0325
8200255,2021-12-01,3.5,12,2021-12-11,2021-12-25,12,80.625,1035.0325
8200774,2021-12-01,-1.2,12,2021-12-11,2021-12-11,12,80.625,1035.0325
8200604,2021-12-01,3,12,2021-12-11,2021-12-11,12,80.625,1035.0325
8200574,2021-12-01,-0.3,12,2021-12-11,2021-12-11,12,80.625,1035.0325
8200558,2021-12-01,1.5,12,2021-12-11,2021-12-11,12,80.625,1035.0325
8200255,2021-12-01,3.5,12,2021-12-11,2021-12-11,12,80.625,1035.0325
8200774,2021-12-01,-1.2,12,2021-12-25,2021-12-18,12,80.625,1035.0325
8200604,2021-12-01,3,12,2021-12-25,2021-12-18,12,80.625,1035.0325
8200574,2021-12-01,-0.3,12,2021-12-25,2021-12-18,12,80.625,1035.0325
8200558,2021-12-01,1.5,12,2021-12-25,2021-12-18,12,80.625,1035.0325
8200255,2021-12-01,3.5,12,2021-12-25,2021-12-18,12,80.625,1035.0325
8200774,2021-12-01,-1.2,12,2021-12-25,2021-12-04,12,80.625,1035.0325
8200604,2021-12-01,3,12,2021-12-25,2021-12-04,12,80.625,1035.0325
8200574,2021-12-01,-0.3,12,2021-12-25,2021-12-04,12,80.625,1035.0325
8200558,2021-12-01,1.5,12,2021-12-25,2021-12-04,12,80.625,1035.0325
8200255,2021-12-01,3.5,12,2021-12-25,2021-12-04,12,80.625,1035.0325
8200774,2021-12-01,-1.2,12,2021-12-25,2021-12-25,12,80.625,1035.0325
8200604,2021-12-01,3,12,2021-12-25,2021-12-25,12,80.625,1035.0325
8200574,2021-12-01,-0.3,12,2021-12-25,2021-12-25,12,80.625,1035.0325
8200558,2021-12-01,1.5,12,2021-12-25,2021-12-25,12,80.625,1035.0325
8200255,2021-12-01,3.5,12,2021-12-25,2021-12-25,12,80.625,1035.0325
8200774,2021-12-01,-1.2,12,2021-12-25,2021-12-11,12,80.625,1035.0325
8200604,2021-12-01,3,12,2021-12-25,2021-12-11,12,80.625,1035.0325
8200574,2021-12-01,-0.3,12,2021-12-25,2021-12-11,12,80.625,1035.0325
8200558,2021-12-01,1.5,12,2021-12-25,2021-12-11,12,80.625,1035.0325
8200255,2021-12-01,3.5,12,2021-12-25,2021-12-11,12,80.625,1035.0325
8200774,2021-12-01,-1.2,12,2021-12-18,2021-12-18,12,80.625,1035.0325
8200604,2021-12-01,3,12,2021-12-18,2021-12-18,12,80.625,1035.0325
8200574,2021-12-01,-0.3,12,2021-12-18,2021-12-18,12,80.625,1035.0325
8200558,2021-12-01,1.5,12,2021-12-18,2021-12-18,12,80.625,1035.0325
8200255,2021-12-01,3.5,12,2021-12-18,2021-12-18,12,80.625,1035.0325
8200774,2021-12-01,-1.2,12,2021-12-18,2021-12-04,12,80.625,1035.0325
8200604,2021-12-01,3,12,2021-12-18,2021-12-04,12,80.625,1035.0325
8200574,2021-12-01,-0.3,12,2021-12-18,2021-12-04,12,80.625,1035.0325
8200558,2021-12-01,1.5,12,2021-12-18,2021-12-04,12,80.625,1035.0325
8200255,2021-12-01,3.5,12,2021-12-18,2021-12-04,12,80.625,1035.0325
8200774,2021-12-01,-1.2,12,2021-12-18,2021-12-11,12,80.625,1035.0325
8200604,2021-12-01,3,12,2021-12-18,2021-12-11,12,80.625,1035.0325
8200574,2021-12-01,-0.3,12,2021-12-18,2021-12-11,12,80.625,1035.0325
8200558,2021-12-01,1.5,12,2021-12-18,2021-12-11,12,80.625,1035.0325
8200255,2021-12-01,3.5,12,2021-12-18,2021-12-11,12,80.625,1035.0325
8200774,2021-12-01,-1.2,12,2021-12-04,2021-12-18,12,80.625,1035.0325
8200604,2021-12-01,3,12,2021-12-04,2021-12-18,12,80.625,1035.0325
8200574,2021-12-01,-0.3,12,2021-12-04,2021-12-18,12,80.625,1035.0325
8200558,2021-12-01,1.5,12,2021-12-04,2021-12-18,12,80.625,1035.0325
8200255,2021-12-01,3.5,12,2021-12-04,2021-12-18,12,80.625,1035.0325
8100989,2021-12-01,-4.1,13,2021-12-25,2021-12-25,13,78.95,1247.26
8100885,2021-12-01,-5.5,13,2021-12-25,2021-12-25,13,78.95,1247.26
8100506,2021-12-01,-5.3,13,2021-12-25,2021-12-25,13,78.95,1247.26
8100467,2021-12-01,-2.9,13,2021-12-25,2021-12-25,13,78.95,1247.26
8100300,2021-12-01,-6,13,2021-12-25,2021-12-25,13,78.95,1247.26
8100989,2021-12-01,-4.1,13,2021-12-11,2021-12-11,13,78.95,1247.26
8100885,2021-12-01,-5.5,13,2021-12-11,2021-12-11,13,78.95,1247.26
8100506,2021-12-01,-5.3,13,2021-12-11,2021-12-11,13,78.95,1247.26
8100467,2021-12-01,-2.9,13,2021-12-11,2021-12-11,13,78.95,1247.26
8100300,2021-12-01,-6,13,2021-12-11,2021-12-11,13,78.95,1247.26
8100989,2021-12-01,-4.1,13,2021-12-11,2021-12-18,13,78.95,1247.26
8100885,2021-12-01,-5.5,13,2021-12-11,2021-12-18,13,78.95,1247.26
8100506,2021-12-01,-5.3,13,2021-12-11,2021-12-18,13,78.95,1247.26
8100467,2021-12-01,-2.9,13,2021-12-11,2021-12-18,13,78.95,1247.26
8100300,2021-12-01,-6,13,2021-12-11,2021-12-18,13,78.95,1247.26
8100989,2021-12-01,-4.1,13,2021-12-11,2021-12-25,13,78.95,1247.26
8100885,2021-12-01,-5.5,13,2021-12-11,2021-12-25,13,78.95,1247.26
8100506,2021-12-01,-5.3,13,2021-12-11,2021-12-25,13,78.95,1247.26
8100467,2021-12-01,-2.9,13,2021-12-11,2021-12-25,13,78.95,1247.26
8100300,2021-12-01,-6,13,2021-12-11,2021-12-25,13,78.95,1247.26
8100989,2021-12-01,-4.1,13,2021-12-18,2021-12-04,13,78.95,1247.26
8100885,2021-12-01,-5.5,13,2021-12-18,2021-12-04,13,78.95,1247.26
8100506,2021-12-01,-5.3,13,2021-12-18,2021-12-04,13,78.95,1247.26
8100467,2021-12-01,-2.9,13,2021-12-18,2021-12-04,13,78.95,1247.26
8100300,2021-12-01,-6,13,2021-12-18,2021-12-04,13,78.95,1247.26
8100989,2021-12-01,-4.1,13,2021-12-18,2021-12-11,13,78.95,1247.26
8100885,2021-12-01,-5.5,13,2021-12-18,2021-12-11,13,78.95,1247.26
8100506,2021-12-01,-5.3,13,2021-12-18,2021-12-11,13,78.95,1247.26
8100467,2021-12-01,-2.9,13,2021-12-18,2021-12-11,13,78.95,1247.26
8100300,2021-12-01,-6,13,2021-12-18,2021-12-11,13,78.95,1247.26
8100989,2021-12-01,-4.1,13,2021-12-18,2021-12-18,13,78.95,1247.26
8100885,2021-12-01,-5.5,13,2021-12-18,2021-12-18,13,78.95,1247.26
8100506,2021-12-01,-5.3,13,2021-12-18,2021-12-18,13,78.95,1247.26
8100467,2021-12-01,-2.9,13,2021-12-18,2021-12-18,13,78.95,1247.26
8100300,2021-12-01,-6,13,2021-12-18,2021-12-18,13,78.95,1247.26
8100989,2021-12-01,-4.1,13,2021-12-18,2021-12-25,13,78.95,1247.26
8100885,2021-12-01,-5.5,13,2021-12-18,2021-12-25,13,78.95,1247.26
8100506,2021-12-01,-5.3,13,2021-12-18,2021-12-25,13,78.95,1247.26
8100467,2021-12-01,-2.9,13,2021-12-18,2021-12-25,13,78.95,1247.26
8100300,2021-12-01,-6,13,2021-12-18,2021-12-25,13,78.95,1247.26
8100989,2021-12-01,-4.1,13,2021-12-25,2021-12-04,13,78.95,1247.26
8100885,2021-12-01,-5.5,13,2021-12-25,2021-12-04,13,78.95,1247.26
8100506,2021-12-01,-5.3,13,2021-12-25,2021-12-04,13,78.95,1247.26
8100467,2021-12-01,-2.9,13,2021-12-25,2021-12-04,13,78.95,1247.26
8100300,2021-12-01,-6,13,2021-12-25,2021-12-04,13,78.95,1247.26
8100989,2021-12-01,-4.1,13,2021-12-25,2021-12-11,13,78.95,1247.26
8100885,2021-12-01,-5.5,13,2021-12-25,2021-12-11,13,78.95,1247.26
8100506,2021-12-01,-5.3,13,2021-12-25,2021-12-11,13,78.95,1247.26
8100467,2021-12-01,-2.9,13,2021-12-25,2021-12-11,13,78.95,1247.26
8100300,2021-12-01,-6,13,2021-12-25,2021-12-11,13,78.95,1247.26
8100989,2021-12-01,-4.1,13,2021-12-25,2021-12-18,13,78.95,1247.26
8100885,2021-12-01,-5.5,13,2021-12-25,2021-12-18,13,78.95,1247.26
8100506,2021-12-01,-5.3,13,2021-12-25,2021-12-18,13,78.95,1247.26
8100467,2021-12-01,-2.9,13,2021-12-25,2021-12-18,13,78.95,1247.26
8100300,2021-12-01,-6,13,2021-12-25,2021-12-18,13,78.95,1247.26
8100989,2021-12-01,-4.1,13,2021-12-11,2021-12-04,13,78.95,1247.26
8100885,2021-12-01,-5.5,13,2021-12-11,2021-12-04,13,78.95,1247.26
8100506,2021-12-01,-5.3,13,2021-12-11,2021-12-04,13,78.95,1247.26
8100467,2021-12-01,-2.9,13,2021-12-11,2021-12-04,13,78.95,1247.26
8100300,2021-12-01,-6,13,2021-12-11,2021-12-04,13,78.95,1247.26
8100989,2021-12-01,-4.1,13,2021-12-04,2021-12-04,13,78.95,1247.26
8100885,2021-12-01,-5.5,13,2021-12-04,2021-12-04,13,78.95,1247.26
8100506,2021-12-01,-5.3,13,2021-12-04,2021-12-04,13,78.95,1247.26
8100467,2021-12-01,-2.9,13,2021-12-04,2021-12-04,13,78.95,1247.26
8100300,2021-12-01,-6,13,2021-12-04,2021-12-04,13,78.95,1247.26
8100989,2021-12-01,-4.1,13,2021-12-04,2021-12-11,13,78.95,1247.26
8100885,2021-12-01,-5.5,13,2021-12-04,2021-12-11,13,78.95,1247.26
8100506,2021-12-01,-5.3,13,2021-12-04,2021-12-11,13,78.95,1247.26
8100467,2021-12-01,-2.9,13,2021-12-04,2021-12-11,13,78.95,1247.26
8100300,2021-12-01,-6,13,2021-12-04,2021-12-11,13,78.95,1247.26
8100989,2021-12-01,-4.1,13,2021-12-04,2021-12-18,13,78.95,1247.26
8100885,2021-12-01,-5.5,13,2021-12-04,2021-12-18,13,78.95,1247.26
8100506,2021-12-01,-5.3,13,2021-12-04,2021-12-18,13,78.95,1247.26
8100467,2021-12-01,-2.9,13,2021-12-04,2021-12-18,13,78.95,1247.26
8100300,2021-12-01,-6,13,2021-12-04,2021-12-18,13,78.95,1247.26
8100989,2021-12-01,-4.1,13,2021-12-04,2021-12-25,13,78.95,1247.26
8100885,2021-12-01,-5.5,13,2021-12-04,2021-12-25,13,78.95,1247.26
8100506,2021-12-01,-5.3,13,2021-12-04,2021-12-25,13,78.95,1247.26
8100467,2021-12-01,-2.9,13,2021-12-04,2021-12-25,13,78.95,1247.26
8100300,2021-12-01,-6,13,2021-12-04,2021-12-25,13,78.95,1247.26
7016293,2021-12-01,-6.9,24,2021-12-04,2021-12-11,24,77.95,5577.53
7015791,2021-12-01,-11.2,24,2021-12-04,2021-12-11,24,77.95,5577.53
7014160,2021-12-01,-4.6,24,2021-12-04,2021-12-11,24,77.95,5577.53
7011983,2021-12-01,-7.7,24,2021-12-04,2021-12-11,24,77.95,5577.53
7010565,2021-12-01,-5.4,24,2021-12-04,2021-12-11,24,77.95,5577.53
7016293,2021-12-01,-6.9,24,2021-12-04,2021-12-04,24,77.95,5577.53
7015791,2021-12-01,-11.2,24,2021-12-04,2021-12-04,24,77.95,5577.53
7014160,2021-12-01,-4.6,24,2021-12-04,2021-12-04,24,77.95,5577.53
7011983,2021-12-01,-7.7,24,2021-12-04,2021-12-04,24,77.95,5577.53
7010565,2021-12-01,-5.4,24,2021-12-04,2021-12-04,24,77.95,5577.53
7016293,2021-12-01,-6.9,24,2021-12-04,2021-12-25,24,77.95,5577.53
7015791,2021-12-01,-11.2,24,2021-12-04,2021-12-25,24,77.95,5577.53
7014160,2021-12-01,-4.6,24,2021-12-04,2021-12-25,24,77.95,5577.53
7011983,2021-12-01,-7.7,24,2021-12-04,2021-12-25,24,77.95,5577.53
7010565,2021-12-01,-5.4,24,2021-12-04,2021-12-25,24,77.95,5577.53
7016293,2021-12-01,-6.9,24,2021-12-04,2021-12-18,24,77.95,5577.53
7015791,2021-12-01,-11.2,24,2021-12-04,2021-12-18,24,77.95,5577.53
7014160,2021-12-01,-4.6,24,2021-12-04,2021-12-18,24,77.95,5577.53
7011983,2021-12-01,-7.7,24,2021-12-04,2021-12-18,24,77.95,5577.53
7010565,2021-12-01,-5.4,24,2021-12-04,2021-12-18,24,77.95,5577.53
7016293,2021-12-01,-6.9,24,2021-12-25,2021-12-11,24,77.95,5577.53
7015791,2021-12-01,-11.2,24,2021-12-25,2021-12-11,24,77.95,5577.53
7014160,2021-12-01,-4.6,24,2021-12-25,2021-12-11,24,77.95,5577.53
7011983,2021-12-01,-7.7,24,2021-12-25,2021-12-11,24,77.95,5577.53
7010565,2021-12-01,-5.4,24,2021-12-25,2021-12-11,24,77.95,5577.53
7016293,2021-12-01,-6.9,24,2021-12-25,2021-12-04,24,77.95,5577.53
7015791,2021-12-01,-11.2,24,2021-12-25,2021-12-04,24,77.95,5577.53
7014160,2021-12-01,-4.6,24,2021-12-25,2021-12-04,24,77.95,5577.53
7011983,2021-12-01,-7.7,24,2021-12-25,2021-12-04,24,77.95,5577.53
7010565,2021-12-01,-5.4,24,2021-12-25,2021-12-04,24,77.95,5577.53
7016293,2021-12-01,-6.9,24,2021-12-25,2021-12-25,24,77.95,5577.53
7015791,2021-12-01,-11.2,24,2021-12-25,2021-12-25,24,77.95,5577.53
7014160,2021-12-01,-4.6,24,2021-12-25,2021-12-25,24,77.95,5577.53
7011983,2021-12-01,-7.7,24,2021-12-25,2021-12-25,24,77.95,5577.53
7010565,2021-12-01,-5.4,24,2021-12-25,2021-12-25,24,77.95,5577.53
7016293,2021-12-01,-6.9,24,2021-12-25,2021-12-18,24,77.95,5577.53
7015791,2021-12-01,-11.2,24,2021-12-25,2021-12-18,24,77.95,5577.53
7014160,2021-12-01,-4.6,24,2021-12-25,2021-12-18,24,77.95,5577.53
7011983,2021-12-01,-7.7,24,2021-12-25,2021-12-18,24,77.95,5577.53
7010565,2021-12-01,-5.4,24,2021-12-25,2021-12-18,24,77.95,5577.53
7016293,2021-12-01,-6.9,24,2021-12-18,2021-12-11,24,77.95,5577.53
7015791,2021-12-01,-11.2,24,2021-12-18,2021-12-11,24,77.95,5577.53
7014160,2021-12-01,-4.6,24,2021-12-18,2021-12-11,24,77.95,5577.53
7011983,2021-12-01,-7.7,24,2021-12-18,2021-12-11,24,77.95,5577.53
7010565,2021-12-01,-5.4,24,2021-12-18,2021-12-11,24,77.95,5577.53
7016293,2021-12-01,-6.9,24,2021-12-18,2021-12-04,24,77.95,5577.53
7015791,2021-12-01,-11.2,24,2021-12-18,2021-12-04,24,77.95,5577.53
7014160,2021-12-01,-4.6,24,2021-12-18,2021-12-04,24,77.95,5577.53
7011983,2021-12-01,-7.7,24,2021-12-18,2021-12-04,24,77.95,5577.53
7010565,2021-12-01,-5.4,24,2021-12-18,2021-12-04,24,77.95,5577.53
7016293,2021-12-01,-6.9,24,2021-12-18,2021-12-25,24,77.95,5577.53
7015791,2021-12-01,-11.2,24,2021-12-18,2021-12-25,24,77.95,5577.53
7014160,2021-12-01,-4.6,24,2021-12-18,2021-12-25,24,77.95,5577.53
7011983,2021-12-01,-7.7,24,2021-12-18,2021-12-25,24,77.95,5577.53
7010565,2021-12-01,-5.4,24,2021-12-18,2021-12-25,24,77.95,5577.53
7016293,2021-12-01,-6.9,24,2021-12-18,2021-12-18,24,77.95,5577.53
7015791,2021-12-01,-11.2,24,2021-12-18,2021-12-18,24,77.95,5577.53
7014160,2021-12-01,-4.6,24,2021-12-18,2021-12-18,24,77.95,5577.53
7011983,2021-12-01,-7.7,24,2021-12-18,2021-12-18,24,77.95,5577.53
7010565,2021-12-01,-5.4,24,2021-12-18,2021-12-18,24,77.95,5577.53
7016293,2021-12-01,-6.9,24,2021-12-11,2021-12-11,24,77.95,5577.53
7015791,2021-12-01,-11.2,24,2021-12-11,2021-12-11,24,77.95,5577.53
7014160,2021-12-01,-4.6,24,2021-12-11,2021-12-11,24,77.95,5577.53
7011983,2021-12-01,-7.7,24,2021-12-11,2021-12-11,24,77.95,5577.53
7010565,2021-12-01,-5.4,24,2021-12-11,2021-12-11,24,77.95,5577.53
7016293,2021-12-01,-6.9,24,2021-12-11,2021-12-04,24,77.95,5577.53
7015791,2021-12-01,-11.2,24,2021-12-11,2021-12-04,24,77.95,5577.53
7014160,2021-12-01,-4.6,24,2021-12-11,2021-12-04,24,77.95,5577.53
7011983,2021-12-01,-7.7,24,2021-12-11,2021-12-04,24,77.95,5577.53
7010565,2021-12-01,-5.4,24,2021-12-11,2021-12-04,24,77.95,5577.53
7016293,2021-12-01,-6.9,24,2021-12-11,2021-12-25,24,77.95,5577.53
7015791,2021-12-01,-11.2,24,2021-12-11,2021-12-25,24,77.95,5577.53
7014160,2021-12-01,-4.6,24,2021-12-11,2021-12-25,24,77.95,5577.53
7011983,2021-12-01,-7.7,24,2021-12-11,2021-12-25,24,77.95,5577.53
7010565,2021-12-01,-5.4,24,2021-12-11,2021-12-25,24,77.95,5577.53
7016293,2021-12-01,-6.9,24,2021-12-11,2021-12-18,24,77.95,5577.53
7015791,2021-12-01,-11.2,24,2021-12-11,2021-12-18,24,77.95,5577.53
7014160,2021-12-01,-4.6,24,2021-12-11,2021-12-18,24,77.95,5577.53
7011983,2021-12-01,-7.7,24,2021-12-11,2021-12-18,24,77.95,5577.53
7010565,2021-12-01,-5.4,24,2021-12-11,2021-12-18,24,77.95,5577.53
6010400,2021-12-01,-17.7,35,2021-12-11,2021-12-18,35,76.225,4278.9326
6012501,2021-12-01,-21.4,35,2021-12-11,2021-12-18,35,76.225,4278.9326
6012199,2021-12-01,-13.7,35,2021-12-11,2021-12-18,35,76.225,4278.9326
6010740,2021-12-01,-20.2,35,2021-12-11,2021-12-18,35,76.225,4278.9326
6010735,2021-12-01,-20,35,2021-12-11,2021-12-18,35,76.225,4278.9326
6010400,2021-12-01,-17.7,35,2021-12-11,2021-12-25,35,76.225,4278.9326
6012501,2021-12-01,-21.4,35,2021-12-11,2021-12-25,35,76.225,4278.9326
6012199,2021-12-01,-13.7,35,2021-12-11,2021-12-25,35,76.225,4278.9326
6010740,2021-12-01,-20.2,35,2021-12-11,2021-12-25,35,76.225,4278.9326
6010735,2021-12-01,-20,35,2021-12-11,2021-12-25,35,76.225,4278.9326
6010400,2021-12-01,-17.7,35,2021-12-11,2021-12-11,35,76.225,4278.9326
6012501,2021-12-01,-21.4,35,2021-12-11,2021-12-11,35,76.225,4278.9326
6012199,2021-12-01,-13.7,35,2021-12-11,2021-12-11,35,76.225,4278.9326
6010740,2021-12-01,-20.2,35,2021-12-11,2021-12-11,35,76.225,4278.9326
6010735,2021-12-01,-20,35,2021-12-11,2021-12-11,35,76.225,4278.9326
6010400,2021-12-01,-17.7,35,2021-12-11,2021-12-04,35,76.225,4278.9326
6012501,2021-12-01,-21.4,35,2021-12-11,2021-12-04,35,76.225,4278.9326
6012199,2021-12-01,-13.7,35,2021-12-11,2021-12-04,35,76.225,4278.9326
6010740,2021-12-01,-20.2,35,2021-12-11,2021-12-04,35,76.225,4278.9326
6010735,2021-12-01,-20,35,2021-12-11,2021-12-04,35,76.225,4278.9326
6010400,2021-12-01,-17.7,35,2021-12-18,2021-12-18,35,76.225,4278.9326
6012501,2021-12-01,-21.4,35,2021-12-18,2021-12-18,35,76.225,4278.9326
6012199,2021-12-01,-13.7,35,2021-12-18,2021-12-18,35,76.225,4278.9326
6010740,2021-12-01,-20.2,35,2021-12-18,2021-12-18,35,76.225,4278.9326
6010735,2021-12-01,-20,35,2021-12-18,2021-12-18,35,76.225,4278.9326
6010400,2021-12-01,-17.7,35,2021-12-18,2021-12-25,35,76.225,4278.9326
6012501,2021-12-01,-21.4,35,2021-12-18,2021-12-25,35,76.225,4278.9326
6012199,2021-12-01,-13.7,35,2021-12-18,2021-12-25,35,76.225,4278.9326
6010740,2021-12-01,-20.2,35,2021-12-18,2021-12-25,35,76.225,4278.9326
6010735,2021-12-01,-20,35,2021-12-18,2021-12-25,35,76.225,4278.9326
6010400,2021-12-01,-17.7,35,2021-12-18,2021-12-11,35,76.225,4278.9326
6012501,2021-12-01,-21.4,35,2021-12-18,2021-12-11,35,76.225,4278.9326
6012199,2021-12-01,-13.7,35,2021-12-18,2021-12-11,35,76.225,4278.9326
6010740,2021-12-01,-20.2,35,2021-12-18,2021-12-11,35,76.225,4278.9326
6010735,2021-12-01,-20,35,2021-12-18,2021-12-11,35,76.225,4278.9326
6010400,2021-12-01,-17.7,35,2021-12-18,2021-12-04,35,76.225,4278.9326
6012501,2021-12-01,-21.4,35,2021-12-18,2021-12-04,35,76.225,4278.9326
6012199,2021-12-01,-13.7,35,2021-12-18,2021-12-04,35,76.225,4278.9326
6010740,2021-12-01,-20.2,35,2021-12-18,2021-12-04,35,76.225,4278.9326
6010735,2021-12-01,-20,35,2021-12-18,2021-12-04,35,76.225,4278.9326
6010400,2021-12-01,-17.7,35,2021-12-25,2021-12-18,35,76.225,4278.9326
6012501,2021-12-01,-21.4,35,2021-12-25,2021-12-18,35,76.225,4278.9326
6012199,2021-12-01,-13.7,35,2021-12-25,2021-12-18,35,76.225,4278.9326
6010740,2021-12-01,-20.2,35,2021-12-25,2021-12-18,35,76.225,4278.9326
6010735,2021-12-01,-20,35,2021-12-25,2021-12-18,35,76.225,4278.9326
6010400,2021-12-01,-17.7,35,2021-12-25,2021-12-25,35,76.225,4278.9326
6012501,2021-12-01,-21.4,35,2021-12-25,2021-12-25,35,76.225,4278.9326
6012199,2021-12-01,-13.7,35,2021-12-25,2021-12-25,35,76.225,4278.9326
6010740,2021-12-01,-20.2,35,2021-12-25,2021-12-25,35,76.225,4278.9326
6010735,2021-12-01,-20,35,2021-12-25,2021-12-25,35,76.225,4278.9326
6010400,2021-12-01,-17.7,35,2021-12-25,2021-12-11,35,76.225,4278.9326
6012501,2021-12-01,-21.4,35,2021-12-25,2021-12-11,35,76.225,4278.9326
6012199,2021-12-01,-13.7,35,2021-12-25,2021-12-11,35,76.225,4278.9326
6010740,2021-12-01,-20.2,35,2021-12-25,2021-12-11,35,76.225,4278.9326
6010735,2021-12-01,-20,35,2021-12-25,2021-12-11,35,76.225,4278.9326
6010400,2021-12-01,-17.7,35,2021-12-25,2021-12-04,35,76.225,4278.9326
6012501,2021-12-01,-21.4,35,2021-12-25,2021-12-04,35,76.225,4278.9326
6012199,2021-12-01,-13.7,35,2021-12-25,2021-12-04,35,76.225,4278.9326
6010740,2021-12-01,-20.2,35,2021-12-25,2021-12-04,35,76.225,4278.9326
6010735,2021-12-01,-20,35,2021-12-25,2021-12-04,35,76.225,4278.9326
6010400,2021-12-01,-17.7,35,2021-12-04,2021-12-18,35,76.225,4278.9326
6012501,2021-12-01,-21.4,35,2021-12-04,2021-12-18,35,76.225,4278.9326
6012199,2021-12-01,-13.7,35,2021-12-04,2021-12-18,35,76.225,4278.9326
6010740,2021-12-01,-20.2,35,2021-12-04,2021-12-18,35,76.225,4278.9326
6010735,2021-12-01,-20,35,2021-12-04,2021-12-18,35,76.225,4278.9326
6010400,2021-12-01,-17.7,35,2021-12-04,2021-12-25,35,76.225,4278.9326
6012501,2021-12-01,-21.4,35,2021-12-04,2021-12-25,35,76.225,4278.9326
6012199,2021-12-01,-13.7,35,2021-12-04,2021-12-25,35,76.225,4278.9326
6010740,2021-12-01,-20.2,35,2021-12-04,2021-12-25,35,76.225,4278.9326
6010735,2021-12-01,-20,35,2021-12-04,2021-12-25,35,76.225,4278.9326
6010400,2021-12-01,-17.7,35,2021-12-04,2021-12-11,35,76.225,4278.9326
6012501,2021-12-01,-21.4,35,2021-12-04,2021-12-11,35,76.225,4278.9326
6012199,2021-12-01,-13.7,35,2021-12-04,2021-12-11,35,76.225,4278.9326
6010740,2021-12-01,-20.2,35,2021-12-04,2021-12-11,35,76.225,4278.9326
6010735,2021-12-01,-20,35,2021-12-04,2021-12-11,35,76.225,4278.9326
6010400,2021-12-01,-17.7,35,2021-12-04,2021-12-04,35,76.225,4278.9326
6012501,2021-12-01,-21.4,35,2021-12-04,2021-12-04,35,76.225,4278.9326
6012199,2021-12-01,-13.7,35,2021-12-04,2021-12-04,35,76.225,4278.9326
6010740,2021-12-01,-20.2,35,2021-12-04,2021-12-04,35,76.225,4278.9326
6010735,2021-12-01,-20,35,2021-12-04,2021-12-04,35,76.225,4278.9326
5010140,2021-12-01,-13,46,2021-12-04,2021-12-25,46,74.475,5030.9277
5010481,2021-12-01,-15.6,46,2021-12-04,2021-12-25,46,74.475,5030.9277
5010490,2021-12-01,-15.1,46,2021-12-04,2021-12-25,46,74.475,5030.9277
5010547,2021-12-01,-14.2,46,2021-12-04,2021-12-25,46,74.475,5030.9277
5010641,2021-12-01,-13.2,46,2021-12-04,2021-12-25,46,74.475,5030.9277
5010140,2021-12-01,-13,46,2021-12-04,2021-12-11,46,74.475,5030.9277
5010481,2021-12-01,-15.6,46,2021-12-04,2021-12-11,46,74.475,5030.9277
5010490,2021-12-01,-15.1,46,2021-12-04,2021-12-11,46,74.475,5030.9277
5010547,2021-12-01,-14.2,46,2021-12-04,2021-12-11,46,74.475,5030.9277
5010641,2021-12-01,-13.2,46,2021-12-04,2021-12-11,46,74.475,5030.9277
5010140,2021-12-01,-13,46,2021-12-04,2021-12-04,46,74.475,5030.9277
5010481,2021-12-01,-15.6,46,2021-12-04,2021-12-04,46,74.475,5030.9277
5010490,2021-12-01,-15.1,46,2021-12-04,2021-12-04,46,74.475,5030.9277
