fweatherid,fweatherdate,temperature,fcaseprovinceid,fcasedate,fvaccinationdate,fvaccinationprovinceid,proportionfullyvaccinated,ratechangecases
2201023,2021-04-01,-10.7,61,2021-04-24,2021-04-17,61,40.925,97.5775
2201022,2021-04-01,-10.7,61,2021-04-24,2021-04-17,61,40.925,97.5775
2200827,2021-04-01,-12,61,2021-04-24,2021-04-17,61,40.925,97.5775
2200105,2021-04-01,-10.5,61,2021-04-24,2021-04-17,61,40.925,97.5775
2200675,2021-04-01,-20.1,61,2021-04-24,2021-04-10,61,40.925,97.5775
2201023,2021-04-01,-10.7,61,2021-04-24,2021-04-10,61,40.925,97.5775
2201022,2021-04-01,-10.7,61,2021-04-24,2021-04-10,61,40.925,97.5775
2200827,2021-04-01,-12,61,2021-04-24,2021-04-10,61,40.925,97.5775
2200105,2021-04-01,-10.5,61,2021-04-24,2021-04-10,61,40.925,97.5775
2200675,2021-04-01,-20.1,61,2021-04-24,2021-04-03,61,40.925,97.5775
2201023,2021-04-01,-10.7,61,2021-04-24,2021-04-03,61,40.925,97.5775
2201022,2021-04-01,-10.7,61,2021-04-24,2021-04-03,61,40.925,97.5775
2200827,2021-04-01,-12,61,2021-04-24,2021-04-03,61,40.925,97.5775
2200105,2021-04-01,-10.5,61,2021-04-24,2021-04-03,61,40.925,97.5775
2200675,2021-04-01,-20.1,61,2021-04-03,2021-04-24,61,40.925,97.5775
2201023,2021-04-01,-10.7,61,2021-04-03,2021-04-24,61,40.925,97.5775
2201022,2021-04-01,-10.7,61,2021-04-03,2021-04-24,61,40.925,97.5775
2200827,2021-04-01,-12,61,2021-04-03,2021-04-24,61,40.925,97.5775
2200105,2021-04-01,-10.5,61,2021-04-03,2021-04-24,61,40.925,97.5775
2200675,2021-04-01,-20.1,61,2021-04-03,2021-04-17,61,40.925,97.5775
2201023,2021-04-01,-10.7,61,2021-04-03,2021-04-17,61,40.925,97.5775
2201022,2021-04-01,-10.7,61,2021-04-03,2021-04-17,61,40.925,97.5775
2200827,2021-04-01,-12,61,2021-04-03,2021-04-17,61,40.925,97.5775
2200105,2021-04-01,-10.5,61,2021-04-03,2021-04-17,61,40.925,97.5775
2200675,2021-04-01,-20.1,61,2021-04-03,2021-04-10,61,40.925,97.5775
2201023,2021-04-01,-10.7,61,2021-04-03,2021-04-10,61,40.925,97.5775
2201022,2021-04-01,-10.7,61,2021-04-03,2021-04-10,61,40.925,97.5775
2200827,2021-04-01,-12,61,2021-04-03,2021-04-10,61,40.925,97.5775
2200105,2021-04-01,-10.5,61,2021-04-03,2021-04-10,61,40.925,97.5775
2200675,2021-04-01,-20.1,61,2021-04-03,2021-04-03,61,40.925,97.5775
2201023,2021-04-01,-10.7,61,2021-04-03,2021-04-03,61,40.925,97.5775
2201022,2021-04-01,-10.7,61,2021-04-03,2021-04-03,61,40.925,97.5775
2200827,2021-04-01,-12,61,2021-04-03,2021-04-03,61,40.925,97.5775
2200105,2021-04-01,-10.5,61,2021-04-03,2021-04-03,61,40.925,97.5775
2200675,2021-04-01,-20.1,61,2021-04-10,2021-04-24,61,40.925,97.5775
2201023,2021-04-01,-10.7,61,2021-04-10,2021-04-24,61,40.925,97.5775
2201022,2021-04-01,-10.7,61,2021-04-10,2021-04-24,61,40.925,97.5775
2200827,2021-04-01,-12,61,2021-04-10,2021-04-24,61,40.925,97.5775
2200105,2021-04-01,-10.5,61,2021-04-10,2021-04-24,61,40.925,97.5775
2200675,2021-04-01,-20.1,61,2021-04-10,2021-04-17,61,40.925,97.5775
2201023,2021-04-01,-10.7,61,2021-04-10,2021-04-17,61,40.925,97.5775
2201022,2021-04-01,-10.7,61,2021-04-10,2021-04-17,61,40.925,97.5775
2200827,2021-04-01,-12,61,2021-04-10,2021-04-17,61,40.925,97.5775
2200105,2021-04-01,-10.5,61,2021-04-10,2021-04-17,61,40.925,97.5775
2200675,2021-04-01,-20.1,61,2021-04-10,2021-04-10,61,40.925,97.5775
2201023,2021-04-01,-10.7,61,2021-04-10,2021-04-10,61,40.925,97.5775
2201022,2021-04-01,-10.7,61,2021-04-10,2021-04-10,61,40.925,97.5775
2200827,2021-04-01,-12,61,2021-04-10,2021-04-10,61,40.925,97.5775
2200105,2021-04-01,-10.5,61,2021-04-10,2021-04-10,61,40.925,97.5775
2200675,2021-04-01,-20.1,61,2021-04-17,2021-04-24,61,40.925,97.5775
2201023,2021-04-01,-10.7,61,2021-04-17,2021-04-24,61,40.925,97.5775
2201022,2021-04-01,-10.7,61,2021-04-17,2021-04-24,61,40.925,97.5775
2200827,2021-04-01,-12,61,2021-04-17,2021-04-24,61,40.925,97.5775
2200105,2021-04-01,-10.5,61,2021-04-17,2021-04-24,61,40.925,97.5775
2300710,2021-04-01,-14.2,62,2021-04-10,2021-04-17,62,25.95,1022.1825
2300501,2021-04-01,-17.1,62,2021-04-10,2021-04-17,62,25.95,1022.1825
2300503,2021-04-01,-16.5,62,2021-04-10,2021-04-17,62,25.95,1022.1825
2300504,2021-04-01,-16.8,62,2021-04-10,2021-04-17,62,25.95,1022.1825
2300551,2021-04-01,-16.9,62,2021-04-10,2021-04-17,62,25.95,1022.1825
2300710,2021-04-01,-14.2,62,2021-04-03,2021-04-17,62,25.95,1022.1825
2300501,2021-04-01,-17.1,62,2021-04-03,2021-04-17,62,25.95,1022.1825
2300503,2021-04-01,-16.5,62,2021-04-03,2021-04-17,62,25.95,1022.1825
2300504,2021-04-01,-16.8,62,2021-04-03,2021-04-17,62,25.95,1022.1825
2300551,2021-04-01,-16.9,62,2021-04-03,2021-04-17,62,25.95,1022.1825
2300710,2021-04-01,-14.2,62,2021-04-03,2021-04-03,62,25.95,1022.1825
2300501,2021-04-01,-17.1,62,2021-04-03,2021-04-03,62,25.95,1022.1825
2300503,2021-04-01,-16.5,62,2021-04-03,2021-04-03,62,25.95,1022.1825
2300504,2021-04-01,-16.8,62,2021-04-03,2021-04-03,62,25.95,1022.1825
2300551,2021-04-01,-16.9,62,2021-04-03,2021-04-03,62,25.95,1022.1825
2300710,2021-04-01,-14.2,62,2021-04-03,2021-04-10,62,25.95,1022.1825
2300501,2021-04-01,-17.1,62,2021-04-03,2021-04-10,62,25.95,1022.1825
2300503,2021-04-01,-16.5,62,2021-04-03,2021-04-10,62,25.95,1022.1825
2300504,2021-04-01,-16.8,62,2021-04-03,2021-04-10,62,25.95,1022.1825
2300551,2021-04-01,-16.9,62,2021-04-03,2021-04-10,62,25.95,1022.1825
2300710,2021-04-01,-14.2,62,2021-04-03,2021-04-24,62,25.95,1022.1825
2300501,2021-04-01,-17.1,62,2021-04-03,2021-04-24,62,25.95,1022.1825
2300503,2021-04-01,-16.5,62,2021-04-03,2021-04-24,62,25.95,1022.1825
2300504,2021-04-01,-16.8,62,2021-04-03,2021-04-24,62,25.95,1022.1825
2300551,2021-04-01,-16.9,62,2021-04-03,2021-04-24,62,25.95,1022.1825
2300710,2021-04-01,-14.2,62,2021-04-17,2021-04-17,62,25.95,1022.1825
2300501,2021-04-01,-17.1,62,2021-04-17,2021-04-17,62,25.95,1022.1825
2300503,2021-04-01,-16.5,62,2021-04-17,2021-04-17,62,25.95,1022.1825
2300504,2021-04-01,-16.8,62,2021-04-17,2021-04-17,62,25.95,1022.1825
2300551,2021-04-01,-16.9,62,2021-04-17,2021-04-17,62,25.95,1022.1825
2300710,2021-04-01,-14.2,62,2021-04-17,2021-04-03,62,25.95,1022.1825
2300501,2021-04-01,-17.1,62,2021-04-17,2021-04-03,62,25.95,1022.1825
2300503,2021-04-01,-16.5,62,2021-04-17,2021-04-03,62,25.95,1022.1825
2300504,2021-04-01,-16.8,62,2021-04-17,2021-04-03,62,25.95,1022.1825
2300551,2021-04-01,-16.9,62,2021-04-17,2021-04-03,62,25.95,1022.1825
2300710,2021-04-01,-14.2,62,2021-04-17,2021-04-10,62,25.95,1022.1825
2300501,2021-04-01,-17.1,62,2021-04-17,2021-04-10,62,25.95,1022.1825
2300503,2021-04-01,-16.5,62,2021-04-17,2021-04-10,62,25.95,1022.1825
2300504,2021-04-01,-16.8,62,2021-04-17,2021-04-10,62,25.95,1022.1825
2300551,2021-04-01,-16.9,62,2021-04-17,2021-04-10,62,25.95,1022.1825
2300710,2021-04-01,-14.2,62,2021-04-10,2021-04-10,62,25.95,1022.1825
2300501,2021-04-01,-17.1,62,2021-04-10,2021-04-10,62,25.95,1022.1825
2300503,2021-04-01,-16.5,62,2021-04-10,2021-04-10,62,25.95,1022.1825
2300504,2021-04-01,-16.8,62,2021-04-10,2021-04-10,62,25.95,1022.1825
2300551,2021-04-01,-16.9,62,2021-04-10,2021-04-10,62,25.95,1022.1825
2300710,2021-04-01,-14.2,62,2021-04-10,2021-04-03,62,25.95,1022.1825
2300501,2021-04-01,-17.1,62,2021-04-10,2021-04-03,62,25.95,1022.1825
2300503,2021-04-01,-16.5,62,2021-04-10,2021-04-03,62,25.95,1022.1825
2300504,2021-04-01,-16.8,62,2021-04-10,2021-04-03,62,25.95,1022.1825
2300551,2021-04-01,-16.9,62,2021-04-10,2021-04-03,62,25.95,1022.1825
2300710,2021-04-01,-14.2,62,2021-04-24,2021-04-24,62,25.95,1022.1825
2300501,2021-04-01,-17.1,62,2021-04-24,2021-04-24,62,25.95,1022.1825
2300503,2021-04-01,-16.5,62,2021-04-24,2021-04-24,62,25.95,1022.1825
2300504,2021-04-01,-16.8,62,2021-04-24,2021-04-24,62,25.95,1022.1825
2300551,2021-04-01,-16.9,62,2021-04-24,2021-04-24,62,25.95,1022.1825
2300710,2021-04-01,-14.2,62,2021-04-24,2021-04-10,62,25.95,1022.1825
2300501,2021-04-01,-17.1,62,2021-04-24,2021-04-10,62,25.95,1022.1825
2300503,2021-04-01,-16.5,62,2021-04-24,2021-04-10,62,25.95,1022.1825
2300504,2021-04-01,-16.8,62,2021-04-24,2021-04-10,62,25.95,1022.1825
2300551,2021-04-01,-16.9,62,2021-04-24,2021-04-10,62,25.95,1022.1825
2300710,2021-04-01,-14.2,62,2021-04-24,2021-04-03,62,25.95,1022.1825
2300501,2021-04-01,-17.1,62,2021-04-24,2021-04-03,62,25.95,1022.1825
2300503,2021-04-01,-16.5,62,2021-04-24,2021-04-03,62,25.95,1022.1825
2300504,2021-04-01,-16.8,62,2021-04-24,2021-04-03,62,25.95,1022.1825
2300551,2021-04-01,-16.9,62,2021-04-24,2021-04-03,62,25.95,1022.1825
2300710,2021-04-01,-14.2,62,2021-04-24,2021-04-17,62,25.95,1022.1825
2300501,2021-04-01,-17.1,62,2021-04-24,2021-04-17,62,25.95,1022.1825
2300503,2021-04-01,-16.5,62,2021-04-24,2021-04-17,62,25.95,1022.1825
2300504,2021-04-01,-16.8,62,2021-04-24,2021-04-17,62,25.95,1022.1825
2300551,2021-04-01,-16.9,62,2021-04-24,2021-04-17,62,25.95,1022.1825
2300710,2021-04-01,-14.2,62,2021-04-10,2021-04-24,62,25.95,1022.1825
2300501,2021-04-01,-17.1,62,2021-04-10,2021-04-24,62,25.95,1022.1825
2300503,2021-04-01,-16.5,62,2021-04-10,2021-04-24,62,25.95,1022.1825
2300504,2021-04-01,-16.8,62,2021-04-10,2021-04-24,62,25.95,1022.1825
2300551,2021-04-01,-16.9,62,2021-04-10,2021-04-24,62,25.95,1022.1825
2300710,2021-04-01,-14.2,62,2021-04-17,2021-04-24,62,25.95,1022.1825
2300501,2021-04-01,-17.1,62,2021-04-17,2021-04-24,62,25.95,1022.1825
2300503,2021-04-01,-16.5,62,2021-04-17,2021-04-24,62,25.95,1022.1825
2300504,2021-04-01,-16.8,62,2021-04-17,2021-04-24,62,25.95,1022.1825
2300551,2021-04-01,-16.9,62,2021-04-17,2021-04-24,62,25.95,1022.1825
8400601,2021-05-01,6.6,10,2021-05-15,2021-05-01,10,1.98,225.486
8401300,2021-05-01,7.8,10,2021-05-15,2021-05-01,10,1.98,225.486
8401298,2021-05-01,6.8,10,2021-05-15,2021-05-01,10,1.98,225.486
8401295,2021-05-01,6.3,10,2021-05-15,2021-05-01,10,1.98,225.486
8400812,2021-05-01,7.1,10,2021-05-15,2021-05-01,10,1.98,225.486
8400601,2021-05-01,6.6,10,2021-05-22,2021-05-08,10,1.98,225.486
8401300,2021-05-01,7.8,10,2021-05-22,2021-05-08,10,1.98,225.486
8401298,2021-05-01,6.8,10,2021-05-22,2021-05-08,10,1.98,225.486
8401295,2021-05-01,6.3,10,2021-05-22,2021-05-08,10,1.98,225.486
8400812,2021-05-01,7.1,10,2021-05-22,2021-05-08,10,1.98,225.486
8400601,2021-05-01,6.6,10,2021-05-22,2021-05-01,10,1.98,225.486
8401300,2021-05-01,7.8,10,2021-05-22,2021-05-01,10,1.98,225.486
8401298,2021-05-01,6.8,10,2021-05-22,2021-05-01,10,1.98,225.486
8401295,2021-05-01,6.3,10,2021-05-22,2021-05-01,10,1.98,225.486
8400812,2021-05-01,7.1,10,2021-05-22,2021-05-01,10,1.98,225.486
8400601,2021-05-01,6.6,10,2021-05-22,2021-05-29,10,1.98,225.486
8401300,2021-05-01,7.8,10,2021-05-22,2021-05-29,10,1.98,225.486
8401298,2021-05-01,6.8,10,2021-05-22,2021-05-29,10,1.98,225.486
8401295,2021-05-01,6.3,10,2021-05-22,2021-05-29,10,1.98,225.486
8400812,2021-05-01,7.1,10,2021-05-22,2021-05-29,10,1.98,225.486
8400601,2021-05-01,6.6,10,2021-05-22,2021-05-15,10,1.98,225.486
8401300,2021-05-01,7.8,10,2021-05-22,2021-05-15,10,1.98,225.486
8401298,2021-05-01,6.8,10,2021-05-22,2021-05-15,10,1.98,225.486
8401295,2021-05-01,6.3,10,2021-05-22,2021-05-15,10,1.98,225.486
8400812,2021-05-01,7.1,10,2021-05-22,2021-05-15,10,1.98,225.486
8400601,2021-05-01,6.6,10,2021-05-22,2021-05-22,10,1.98,225.486
8401300,2021-05-01,7.8,10,2021-05-22,2021-05-22,10,1.98,225.486
8401298,2021-05-01,6.8,10,2021-05-22,2021-05-22,10,1.98,225.486
8401295,2021-05-01,6.3,10,2021-05-22,2021-05-22,10,1.98,225.486
8400812,2021-05-01,7.1,10,2021-05-22,2021-05-22,10,1.98,225.486
8400601,2021-05-01,6.6,10,2021-05-08,2021-05-08,10,1.98,225.486
8401300,2021-05-01,7.8,10,2021-05-08,2021-05-08,10,1.98,225.486
8401298,2021-05-01,6.8,10,2021-05-08,2021-05-08,10,1.98,225.486
8401295,2021-05-01,6.3,10,2021-05-08,2021-05-08,10,1.98,225.486
8400812,2021-05-01,7.1,10,2021-05-08,2021-05-08,10,1.98,225.486
8400601,2021-05-01,6.6,10,2021-05-08,2021-05-01,10,1.98,225.486
8401300,2021-05-01,7.8,10,2021-05-08,2021-05-01,10,1.98,225.486
8401298,2021-05-01,6.8,10,2021-05-08,2021-05-01,10,1.98,225.486
8401295,2021-05-01,6.3,10,2021-05-08,2021-05-01,10,1.98,225.486
8400812,2021-05-01,7.1,10,2021-05-08,2021-05-01,10,1.98,225.486
8400601,2021-05-01,6.6,10,2021-05-08,2021-05-29,10,1.98,225.486
8401300,2021-05-01,7.8,10,2021-05-08,2021-05-29,10,1.98,225.486
8401298,2021-05-01,6.8,10,2021-05-08,2021-05-29,10,1.98,225.486
8401295,2021-05-01,6.3,10,2021-05-08,2021-05-29,10,1.98,225.486
8400812,2021-05-01,7.1,10,2021-05-08,2021-05-29,10,1.98,225.486
8400601,2021-05-01,6.6,10,2021-05-08,2021-05-15,10,1.98,225.486
8401300,2021-05-01,7.8,10,2021-05-08,2021-05-15,10,1.98,225.486
8401298,2021-05-01,6.8,10,2021-05-08,2021-05-15,10,1.98,225.486
8401295,2021-05-01,6.3,10,2021-05-08,2021-05-15,10,1.98,225.486
8400812,2021-05-01,7.1,10,2021-05-08,2021-05-15,10,1.98,225.486
8400601,2021-05-01,6.6,10,2021-05-08,2021-05-22,10,1.98,225.486
8401300,2021-05-01,7.8,10,2021-05-08,2021-05-22,10,1.98,225.486
8401298,2021-05-01,6.8,10,2021-05-08,2021-05-22,10,1.98,225.486
8401295,2021-05-01,6.3,10,2021-05-08,2021-05-22,10,1.98,225.486
8400812,2021-05-01,7.1,10,2021-05-08,2021-05-22,10,1.98,225.486
8400601,2021-05-01,6.6,10,2021-05-29,2021-05-08,10,1.98,225.486
8401300,2021-05-01,7.8,10,2021-05-29,2021-05-08,10,1.98,225.486
8401298,2021-05-01,6.8,10,2021-05-29,2021-05-08,10,1.98,225.486
8401295,2021-05-01,6.3,10,2021-05-29,2021-05-08,10,1.98,225.486
8400812,2021-05-01,7.1,10,2021-05-29,2021-05-08,10,1.98,225.486
8400601,2021-05-01,6.6,10,2021-05-29,2021-05-01,10,1.98,225.486
8401300,2021-05-01,7.8,10,2021-05-29,2021-05-01,10,1.98,225.486
8401298,2021-05-01,6.8,10,2021-05-29,2021-05-01,10,1.98,225.486
8401295,2021-05-01,6.3,10,2021-05-29,2021-05-01,10,1.98,225.486
8400812,2021-05-01,7.1,10,2021-05-29,2021-05-01,10,1.98,225.486
8400601,2021-05-01,6.6,10,2021-05-29,2021-05-29,10,1.98,225.486
8401300,2021-05-01,7.8,10,2021-05-29,2021-05-29,10,1.98,225.486
8401298,2021-05-01,6.8,10,2021-05-29,2021-05-29,10,1.98,225.486
8401295,2021-05-01,6.3,10,2021-05-29,2021-05-29,10,1.98,225.486
8400812,2021-05-01,7.1,10,2021-05-29,2021-05-29,10,1.98,225.486
8400601,2021-05-01,6.6,10,2021-05-29,2021-05-15,10,1.98,225.486
8401300,2021-05-01,7.8,10,2021-05-29,2021-05-15,10,1.98,225.486
8401298,2021-05-01,6.8,10,2021-05-29,2021-05-15,10,1.98,225.486
8401295,2021-05-01,6.3,10,2021-05-29,2021-05-15,10,1.98,225.486
8400812,2021-05-01,7.1,10,2021-05-29,2021-05-15,10,1.98,225.486
8400601,2021-05-01,6.6,10,2021-05-29,2021-05-22,10,1.98,225.486
8401300,2021-05-01,7.8,10,2021-05-29,2021-05-22,10,1.98,225.486
8401298,2021-05-01,6.8,10,2021-05-29,2021-05-22,10,1.98,225.486
8401295,2021-05-01,6.3,10,2021-05-29,2021-05-22,10,1.98,225.486
8400812,2021-05-01,7.1,10,2021-05-29,2021-05-22,10,1.98,225.486
8400601,2021-05-01,6.6,10,2021-05-01,2021-05-08,10,1.98,225.486
8401300,2021-05-01,7.8,10,2021-05-01,2021-05-08,10,1.98,225.486
8401298,2021-05-01,6.8,10,2021-05-01,2021-05-08,10,1.98,225.486
8401295,2021-05-01,6.3,10,2021-05-01,2021-05-08,10,1.98,225.486
8400812,2021-05-01,7.1,10,2021-05-01,2021-05-08,10,1.98,225.486
8400601,2021-05-01,6.6,10,2021-05-01,2021-05-01,10,1.98,225.486
8401300,2021-05-01,7.8,10,2021-05-01,2021-05-01,10,1.98,225.486
8401298,2021-05-01,6.8,10,2021-05-01,2021-05-01,10,1.98,225.486
8401295,2021-05-01,6.3,10,2021-05-01,2021-05-01,10,1.98,225.486
8400812,2021-05-01,7.1,10,2021-05-01,2021-05-01,10,1.98,225.486
8400601,2021-05-01,6.6,10,2021-05-01,2021-05-29,10,1.98,225.486
8401300,2021-05-01,7.8,10,2021-05-01,2021-05-29,10,1.98,225.486
8401298,2021-05-01,6.8,10,2021-05-01,2021-05-29,10,1.98,225.486
8401295,2021-05-01,6.3,10,2021-05-01,2021-05-29,10,1.98,225.486
8400812,2021-05-01,7.1,10,2021-05-01,2021-05-29,10,1.98,225.486
8400601,2021-05-01,6.6,10,2021-05-01,2021-05-15,10,1.98,225.486
8401300,2021-05-01,7.8,10,2021-05-01,2021-05-15,10,1.98,225.486
8401298,2021-05-01,6.8,10,2021-05-01,2021-05-15,10,1.98,225.486
8401295,2021-05-01,6.3,10,2021-05-01,2021-05-15,10,1.98,225.486
8400812,2021-05-01,7.1,10,2021-05-01,2021-05-15,10,1.98,225.486
8400601,2021-05-01,6.6,10,2021-05-01,2021-05-22,10,1.98,225.486
8401300,2021-05-01,7.8,10,2021-05-01,2021-05-22,10,1.98,225.486
8401298,2021-05-01,6.8,10,2021-05-01,2021-05-22,10,1.98,225.486
8401295,2021-05-01,6.3,10,2021-05-01,2021-05-22,10,1.98,225.486
8400812,2021-05-01,7.1,10,2021-05-01,2021-05-22,10,1.98,225.486
8400601,2021-05-01,6.6,10,2021-05-15,2021-05-08,10,1.98,225.486
8401300,2021-05-01,7.8,10,2021-05-15,2021-05-08,10,1.98,225.486
8401298,2021-05-01,6.8,10,2021-05-15,2021-05-08,10,1.98,225.486
8401295,2021-05-01,6.3,10,2021-05-15,2021-05-08,10,1.98,225.486
8400812,2021-05-01,7.1,10,2021-05-15,2021-05-08,10,1.98,225.486
8400601,2021-05-01,6.6,10,2021-05-15,2021-05-29,10,1.98,225.486
8401300,2021-05-01,7.8,10,2021-05-15,2021-05-29,10,1.98,225.486
8401298,2021-05-01,6.8,10,2021-05-15,2021-05-29,10,1.98,225.486
8401295,2021-05-01,6.3,10,2021-05-15,2021-05-29,10,1.98,225.486
8400812,2021-05-01,7.1,10,2021-05-15,2021-05-29,10,1.98,225.486
8400601,2021-05-01,6.6,10,2021-05-15,2021-05-15,10,1.98,225.486
8401300,2021-05-01,7.8,10,2021-05-15,2021-05-15,10,1.98,225.486
8401298,2021-05-01,6.8,10,2021-05-15,2021-05-15,10,1.98,225.486
8401295,2021-05-01,6.3,10,2021-05-15,2021-05-15,10,1.98,225.486
8400812,2021-05-01,7.1,10,2021-05-15,2021-05-15,10,1.98,225.486
8400601,2021-05-01,6.6,10,2021-05-15,2021-05-22,10,1.98,225.486
8401300,2021-05-01,7.8,10,2021-05-15,2021-05-22,10,1.98,225.486
8401298,2021-05-01,6.8,10,2021-05-15,2021-05-22,10,1.98,225.486
8401295,2021-05-01,6.3,10,2021-05-15,2021-05-22,10,1.98,225.486
8400812,2021-05-01,7.1,10,2021-05-15,2021-05-22,10,1.98,225.486
8300497,2021-05-01,9.2,11,2021-05-01,2021-05-22,11,7.22,111.9
8300596,2021-05-01,8.8,11,2021-05-01,2021-05-22,11,7.22,111.9
8300590,2021-05-01,8.4,11,2021-05-01,2021-05-22,11,7.22,111.9
8300562,2021-05-01,8.1,11,2021-05-01,2021-05-22,11,7.22,111.9
8300301,2021-05-01,8.5,11,2021-05-01,2021-05-22,11,7.22,111.9
8300497,2021-05-01,9.2,11,2021-05-01,2021-05-15,11,7.22,111.9
8300596,2021-05-01,8.8,11,2021-05-01,2021-05-15,11,7.22,111.9
8300590,2021-05-01,8.4,11,2021-05-01,2021-05-15,11,7.22,111.9
8300562,2021-05-01,8.1,11,2021-05-01,2021-05-15,11,7.22,111.9
8300301,2021-05-01,8.5,11,2021-05-01,2021-05-15,11,7.22,111.9
8300497,2021-05-01,9.2,11,2021-05-01,2021-05-08,11,7.22,111.9
8300596,2021-05-01,8.8,11,2021-05-01,2021-05-08,11,7.22,111.9
8300590,2021-05-01,8.4,11,2021-05-01,2021-05-08,11,7.22,111.9
8300562,2021-05-01,8.1,11,2021-05-01,2021-05-08,11,7.22,111.9
8300301,2021-05-01,8.5,11,2021-05-01,2021-05-08,11,7.22,111.9
8300497,2021-05-01,9.2,11,2021-05-01,2021-05-01,11,7.22,111.9
8300596,2021-05-01,8.8,11,2021-05-01,2021-05-01,11,7.22,111.9
8300590,2021-05-01,8.4,11,2021-05-01,2021-05-01,11,7.22,111.9
8300562,2021-05-01,8.1,11,2021-05-01,2021-05-01,11,7.22,111.9
8300301,2021-05-01,8.5,11,2021-05-01,2021-05-01,11,7.22,111.9
8300497,2021-05-01,9.2,11,2021-05-15,2021-05-08,11,7.22,111.9
8300596,2021-05-01,8.8,11,2021-05-15,2021-05-08,11,7.22,111.9
8300590,2021-05-01,8.4,11,2021-05-15,2021-05-08,11,7.22,111.9
8300562,2021-05-01,8.1,11,2021-05-15,2021-05-08,11,7.22,111.9
8300301,2021-05-01,8.5,11,2021-05-15,2021-05-08,11,7.22,111.9
8300497,2021-05-01,9.2,11,2021-05-15,2021-05-29,11,7.22,111.9
8300596,2021-05-01,8.8,11,2021-05-15,2021-05-29,11,7.22,111.9
8300590,2021-05-01,8.4,11,2021-05-15,2021-05-29,11,7.22,111.9
8300562,2021-05-01,8.1,11,2021-05-15,2021-05-29,11,7.22,111.9
8300301,2021-05-01,8.5,11,2021-05-15,2021-05-29,11,7.22,111.9
8300497,2021-05-01,9.2,11,2021-05-15,2021-05-22,11,7.22,111.9
8300596,2021-05-01,8.8,11,2021-05-15,2021-05-22,11,7.22,111.9
8300590,2021-05-01,8.4,11,2021-05-15,2021-05-22,11,7.22,111.9
8300562,2021-05-01,8.1,11,2021-05-15,2021-05-22,11,7.22,111.9
8300301,2021-05-01,8.5,11,2021-05-15,2021-05-22,11,7.22,111.9
8300497,2021-05-01,9.2,11,2021-05-15,2021-05-15,11,7.22,111.9
8300596,2021-05-01,8.8,11,2021-05-15,2021-05-15,11,7.22,111.9
8300590,2021-05-01,8.4,11,2021-05-15,2021-05-15,11,7.22,111.9
8300562,2021-05-01,8.1,11,2021-05-15,2021-05-15,11,7.22,111.9
8300301,2021-05-01,8.5,11,2021-05-15,2021-05-15,11,7.22,111.9
8300497,2021-05-01,9.2,11,2021-05-29,2021-05-22,11,7.22,111.9
8300596,2021-05-01,8.8,11,2021-05-29,2021-05-22,11,7.22,111.9
8300590,2021-05-01,8.4,11,2021-05-29,2021-05-22,11,7.22,111.9
8300562,2021-05-01,8.1,11,2021-05-29,2021-05-22,11,7.22,111.9
8300301,2021-05-01,8.5,11,2021-05-29,2021-05-22,11,7.22,111.9
8300497,2021-05-01,9.2,11,2021-05-29,2021-05-15,11,7.22,111.9
8300596,2021-05-01,8.8,11,2021-05-29,2021-05-15,11,7.22,111.9
8300590,2021-05-01,8.4,11,2021-05-29,2021-05-15,11,7.22,111.9
8300562,2021-05-01,8.1,11,2021-05-29,2021-05-15,11,7.22,111.9
8300301,2021-05-01,8.5,11,2021-05-29,2021-05-15,11,7.22,111.9
8300497,2021-05-01,9.2,11,2021-05-29,2021-05-01,11,7.22,111.9
8300596,2021-05-01,8.8,11,2021-05-29,2021-05-01,11,7.22,111.9
8300590,2021-05-01,8.4,11,2021-05-29,2021-05-01,11,7.22,111.9
8300562,2021-05-01,8.1,11,2021-05-29,2021-05-01,11,7.22,111.9
8300301,2021-05-01,8.5,11,2021-05-29,2021-05-01,11,7.22,111.9
8300497,2021-05-01,9.2,11,2021-05-15,2021-05-01,11,7.22,111.9
8300596,2021-05-01,8.8,11,2021-05-15,2021-05-01,11,7.22,111.9
8300590,2021-05-01,8.4,11,2021-05-15,2021-05-01,11,7.22,111.9
8300562,2021-05-01,8.1,11,2021-05-15,2021-05-01,11,7.22,111.9
8300301,2021-05-01,8.5,11,2021-05-15,2021-05-01,11,7.22,111.9
8300497,2021-05-01,9.2,11,2021-05-08,2021-05-08,11,7.22,111.9
8300596,2021-05-01,8.8,11,2021-05-08,2021-05-08,11,7.22,111.9
8300590,2021-05-01,8.4,11,2021-05-08,2021-05-08,11,7.22,111.9
8300562,2021-05-01,8.1,11,2021-05-08,2021-05-08,11,7.22,111.9
8300301,2021-05-01,8.5,11,2021-05-08,2021-05-08,11,7.22,111.9
8300497,2021-05-01,9.2,11,2021-05-08,2021-05-29,11,7.22,111.9
8300596,2021-05-01,8.8,11,2021-05-08,2021-05-29,11,7.22,111.9
8300590,2021-05-01,8.4,11,2021-05-08,2021-05-29,11,7.22,111.9
8300562,2021-05-01,8.1,11,2021-05-08,2021-05-29,11,7.22,111.9
8300301,2021-05-01,8.5,11,2021-05-08,2021-05-29,11,7.22,111.9
8300497,2021-05-01,9.2,11,2021-05-08,2021-05-22,11,7.22,111.9
8300596,2021-05-01,8.8,11,2021-05-08,2021-05-22,11,7.22,111.9
